restaurant_id,restaurant_name_en,gmaps_rating,gmaps_reviews,tiktok_views,tiktok_likes,tiktok_shares,facebook_likes,wongnai_rating,wongnai_reviews
1741.0,Metro on Wireless at Hotel Indigo Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743.0,Shun Sushi (Phuket),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1746.0,KUMA Sushi × Yakiniku (Phuket),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1747.0,JUMBO Seafood Iconsiam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1764.0,Buddy Beer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1767.0,Stella Palace 79th floor at Baiyoke Sky Hotel 79th floor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1768.0,THE Map Mestyle Museum Hotel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1769.0,Tsu Japanese Restaurant at JW Marriott Hotel Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1771.0,Chuan Kitchen CentralWorld,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1773.0,Savoey Riverview Rama 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786.0,Seanery x Hungry Hub (Phuket),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1788.0,Infuse Restaurant Diamond Resort (Phuket),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1790.0,SIM SIM's Restaurant at Blue Tree (Phuket),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1801.0,Hong Kong Fisherman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1802.0,Three Monkeys (Phuket),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1803.0,Neta Grill Central Westgate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1806.0,More Than a Game Cafe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1807.0,Zhang Restaurant (Rama Gardens Hotel),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1810.0,Lost And Found Avani+ Riverside Bangkok Hotel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
